year,qtr,company,region,type,employee,revenue,profit,ceo
1998,3,217,7,hospital,4348,25857547,5946.99793,
1998,4,217,7,hospital,4964,31082707,6261.625101,
1999,1,217,7,hospital,5630,37490525,6659.063055,
1999,2,217,7,hospital,5964,39894647,6689.243293,
1999,3,217,7,hospital,5948,41697342,7010.313046,
1999,4,217,7,hospital,6465,47728431,7382.587935,
2000,1,217,7,hospital,6621,50827863,7676.765292,
2000,2,217,7,hospital,3153,24511502,7774.025373,
2000,3,217,7,hospital,3202,25610001,7998.126483,
2000,4,217,7,hospital,3187,26379630,8277.260747,
2001,1,217,7,hospital,3115,25667946,8240.111075,
2001,2,217,7,hospital,3397,29190920,8593.146894,
2001,3,217,7,hospital,3272,29934024,9148.540342,
2001,4,217,7,hospital,3179,30577073,9618.456433,
2002,1,217,7,hospital,2942,26456719,8992.766485,
2002,2,217,7,hospital,3006,28851841,9598.084165,
2002,3,217,7,hospital,2823,27798639,9847.197662,
2002,4,217,7,hospital,2843,29184176,10265.27471,
2003,1,217,7,hospital,2832,29249131,10328.08298,
2003,2,217,7,hospital,3000,30948141,10316.047,
2003,3,217,7,hospital,2795,28593625,10230.27728,
2003,4,217,7,hospital,2650,28447435,10734.88113,
2004,1,217,7,hospital,2786,30651409,11001.94149,
2004,2,217,7,hospital,2678,28998540,10828.43167,
2004,3,217,7,hospital,2427,26840198,11059.00206,
2004,4,217,7,hospital,2450,28206946,11513.03918,
2005,1,217,7,hospital,2942,27628788,9391.158396,
2005,2,217,7,hospital,3031,26925726,8883.446387,
2005,3,217,7,hospital,2870,25333705,8827.074913,
2005,4,217,7,hospital,2739,28090653,10255.80613,
2006,1,217,7,hospital,2657,27773216,10452.84757,
2006,2,217,7,hospital,2537,26632402,10497.59637,
2006,3,217,7,hospital,2656,28771255,10832.55083,
2006,4,217,7,hospital,2719,31456740,11569.23134,
2007,1,217,7,hospital,3197,41342187,12931.55677,
2007,2,217,7,hospital,3061,40310869,13169.18295,
2007,3,217,7,hospital,3086,42862192,13889.23914,
2007,4,217,7,hospital,3088,47992570,15541.63536,
2008,1,217,7,hospital,2757,42893359,15557.98295,
2008,2,217,7,hospital,2764,43508193,15741.02496,
2008,3,217,7,hospital,2918,47285696,16204.83071,
2008,4,217,7,hospital,2884,52821742,18315.44452,
2009,1,217,7,hospital,2676,49623717,18543.98991,
2009,2,217,7,hospital,2754,49247397,17882.13399,
2009,3,217,7,hospital,3702,61712851,16670.13803,
2009,4,217,7,hospital,3553,65634528,18472.98846,
2010,1,217,7,hospital,7138,108366599,15181.64738,
2010,2,217,7,hospital,4184,81956913,19588.17232,
2010,3,217,7,hospital,3853,78141886,20280.79055,
2010,4,217,7,hospital,3720,79651988,21411.82473,
2011,1,217,7,hospital,3067,67700007,22073.68993,
2011,2,217,7,hospital,3022,72242983,23905.68597,
2011,3,217,7,hospital,3008,66639414,22154.06051,
2011,4,217,7,hospital,2440,55771123,22857.01762,
2012,1,217,7,hospital,2376,54719522,23030.10185,
2012,2,217,7,hospital,3235,72454084,22396.93478,
2012,3,217,7,hospital,3271,66990499,20480.1281,
2012,4,217,7,hospital,5384,87699343,16288.88243,
1997,1,218,7,hospital,10707,31218947,2915.751097,
1997,2,218,7,hospital,11362,33362668,2936.337617,
1997,3,218,7,hospital,11571,34519434,2983.271454,
1997,4,218,7,hospital,11931,36894622,3092.332747,
1998,1,218,7,hospital,11773,38129826,3238.75189,
1998,2,218,7,hospital,12794,42041749,3286.051977,
1998,3,218,7,hospital,13110,42341740,3229.728452,
1998,4,218,7,hospital,13839,43048252,3110.64759,
1999,1,218,7,hospital,7745,30653125,3957.795352,
1999,2,218,7,hospital,7887,31363594,3976.618993,
1999,3,218,7,hospital,7663,29299190,3823.462091,
1999,4,218,7,hospital,7734,28931866,3740.86708,
2000,1,218,7,hospital,8184,33644315,4110.986681,
2000,2,218,7,hospital,8611,35403598,4111.438625,
2000,3,218,7,hospital,8133,33896071,4167.720521,
2000,4,218,7,hospital,8221,32331966,3932.850748,
2001,1,218,7,hospital,8865,37732231,4256.314834,
2001,2,218,7,hospital,8536,37487280,4391.668229,
2001,3,218,7,hospital,8152,36720922,4504.529195,
2001,4,218,7,hospital,8733,37680973,4314.779915,
2002,1,218,7,hospital,8670,42620517,4915.861246,
2002,2,218,7,hospital,9183,47608411,5184.407165,
2002,3,218,7,hospital,9066,48085978,5303.990514,
2002,4,218,7,hospital,8888,47849829,5383.644127,
2003,1,218,7,hospital,7091,38983627,5497.620505,
2003,2,218,7,hospital,7162,39063260,5454.239039,
2003,3,218,7,hospital,6614,35917056,5430.459026,
2003,4,218,7,hospital,6792,37721291,5553.782538,
2004,1,218,7,hospital,6981,40860741,5853.135797,
2004,2,218,7,hospital,7094,41809594,5893.655765,
2004,3,218,7,hospital,6613,40004154,6049.320127,
2004,4,218,7,hospital,6744,40994538,6078.668149,
2005,1,218,7,hospital,3191,27020644,8467.766844,
2005,2,218,7,hospital,3250,27239863,8381.496308,
2005,3,218,7,hospital,3188,26988772,8465.737767,
2005,4,218,7,hospital,3137,28557301,9103.379343,
2006,1,218,7,hospital,3180,29327606,9222.51761,
2006,2,218,7,hospital,3170,27749795,8753.878549,
2006,3,218,7,hospital,6133,50206741,8186.326594,
2006,4,218,7,hospital,5932,48583996,8190.154417,
2007,1,218,7,hospital,6178,53021203,8582.260117,
2007,2,218,7,hospital,6592,58053168,8806.609223,
2007,3,218,7,hospital,6331,55459480,8759.987364,
2007,4,218,7,hospital,6150,57557554,9358.95187,
2008,1,218,7,hospital,6455,67049639,10387.24074,
2008,2,218,7,hospital,6732,70895049,10531.05303,
2008,3,218,7,hospital,6779,71015191,10475.76206,
2008,4,218,7,hospital,6760,75501613,11168.87766,
2009,1,218,7,hospital,7038,81087922,11521.44388,
2009,2,218,7,hospital,7527,83193145,11052.62987,
2009,3,218,7,hospital,7765,86834368,11182.79047,
2009,4,218,7,hospital,8007,91273990,11399.27438,
2010,1,218,7,hospital,7779,90894384,11684.58465,
2010,2,218,7,hospital,8031,95197973,11853.8131,
2010,3,218,7,hospital,8207,97591680,11891.2733,
2010,4,218,7,hospital,7839,96106490,12260.04465,
2011,1,218,7,hospital,7730,102577214,13270.01475,
2011,2,218,7,hospital,7876,102714813,13041.49479,
2011,3,218,7,hospital,8066,103890842,12880.09447,
2011,4,218,7,hospital,8218,107444002,13074.22755,
2012,1,218,7,hospital,5417,96421565,17799.80893,
2012,2,218,7,hospital,5898,105306553,17854.62072,
2012,3,218,7,hospital,6141,106898308,17407.31282,
2012,4,218,7,hospital,6186,111728912,18061.57646,
1997,1,220,11,hospital,2403,12951989,5389.924677,
1997,2,220,11,hospital,2801,14792372,5281.103891,
1997,3,220,11,hospital,2538,14070349,5543.872734,
1997,4,220,11,hospital,2210,11209987,5072.392308,
1998,1,220,11,hospital,2459,13165684,5354.080521,
1998,2,220,11,hospital,2552,14230407,5576.178292,
1998,3,220,11,hospital,2744,15148344,5520.533528,
1998,4,220,11,hospital,2660,14954829,5622.116165,
1999,1,220,11,hospital,2640,16201191,6136.814773,
1999,2,220,11,hospital,2812,16249535,5778.639758,
1999,3,220,11,hospital,2893,16576272,5729.786381,
1999,4,220,11,hospital,2544,14160131,5566.08923,
2000,1,220,11,hospital,2583,15276813,5914.368177,
2000,2,220,11,hospital,2504,14778687,5902.03155,
2000,3,220,11,hospital,2716,15631927,5755.49595,
2000,4,220,11,hospital,2384,15004470,6293.821309,
2001,1,220,11,hospital,2452,15610850,6366.578303,
2001,2,220,11,hospital,2566,15376947,5992.574825,
2001,3,220,11,hospital,2484,15886620,6395.57971,
2001,4,220,11,hospital,2445,15011597,6139.712474,
2002,1,220,11,hospital,2597,17084155,6578.41933,
2002,2,220,11,hospital,2811,18968148,6747.829242,
2002,3,220,11,hospital,2802,19125003,6825.482869,
2002,4,220,11,hospital,2745,18888576,6881.084153,
2003,1,220,11,hospital,2074,14624071,7051.143202,
2003,2,220,11,hospital,1797,12543038,6979.987757,
2003,3,220,11,hospital,1786,12809483,7172.162934,
2003,4,220,11,hospital,1536,10928775,7115.087891,
2004,1,220,11,hospital,1563,11475353,7341.87652,
2004,2,220,11,hospital,1620,12457746,7689.966667,
2004,3,220,11,hospital,1539,11734694,7624.882391,
2004,4,220,11,hospital,1508,11874770,7874.515915,
2005,1,220,11,hospital,1685,13207593,7838.334125,
2005,2,220,11,hospital,1947,15414055,7916.823318,
2005,3,220,11,hospital,1693,13192469,7792.362079,
2005,4,220,11,hospital,1327,11758319,8860.828184,
2006,1,220,11,hospital,1646,13715505,8332.627582,
2006,2,220,11,hospital,1537,14150133,9206.332466,
2006,3,220,11,hospital,1425,13404185,9406.445614,
2006,4,220,11,hospital,1557,15673337,10066.3693,
2007,1,220,11,hospital,1690,15521687,9184.430178,
2007,2,220,11,hospital,1619,15524252,9588.790611,
2007,3,220,11,hospital,1473,15809386,10732.78072,
2007,4,220,11,hospital,1388,13992563,10081.09726,
2008,1,220,11,hospital,1590,18898166,11885.63899,
2008,2,220,11,hospital,1905,23060088,12105.03307,
2008,3,220,11,hospital,2009,22206649,11053.58337,
2008,4,220,11,hospital,1936,24392260,12599.30785,
2009,1,220,11,hospital,2214,27755620,12536.41373,
2009,2,220,11,hospital,2354,29606653,12577.1678,
2009,3,220,11,hospital,2253,29016333,12878.97603,
2009,4,220,11,hospital,2292,32890885,14350.29887,
2010,1,220,11,hospital,2328,31956298,13726.93213,
2010,2,220,11,hospital,2473,36799649,14880.56975,
2010,3,220,11,hospital,2318,33007997,14239.86066,
2010,4,220,11,hospital,2260,36057179,15954.50398,
2011,1,220,11,hospital,2233,36327128,16268.30631,
2011,2,220,11,hospital,2489,43790604,17593.65368,
2011,3,220,11,hospital,2534,45692892,18031.92265,
2011,4,220,11,hospital,2806,56724800,20215.53813,
2012,1,220,11,hospital,2930,56410136,19252.60614,
2012,2,220,11,hospital,3227,58491054,18125.5203,
2012,3,220,11,hospital,3001,52743327,17575.25058,
2012,4,220,11,hospital,3053,55088946,18044.20111,
1997,1,223,4,hospital,1365,3360639,2462.006593,
1997,2,223,4,hospital,1460,3625710,2483.363014,
1997,3,223,4,hospital,1474,3413464,2315.782904,
1997,4,223,4,hospital,1317,3296027,2502.678056,
1998,1,223,4,hospital,1683,4403639,2616.541295,
1998,2,223,4,hospital,1528,3857622,2524.621728,
1998,3,223,4,hospital,1658,3982448,2401.958987,
1998,4,223,4,hospital,1812,4831677,2666.488411,
1999,1,223,4,hospital,1891,5424945,2868.823374,
1999,2,223,4,hospital,1562,4812050,3080.697823,
1999,3,223,4,hospital,1303,4149947,3184.917114,
1999,4,223,4,hospital,1426,4364746,3060.831697,
2000,1,223,4,hospital,1520,4988985,3282.226974,
2000,2,223,4,hospital,1353,4607722,3405.559497,
2000,3,223,4,hospital,1398,4615328,3301.379113,
2000,4,223,4,hospital,1447,3911431,2703.131306,
2001,1,223,4,hospital,1657,3785430,2284.508147,
2001,2,223,4,hospital,1679,4288210,2554.026206,
2001,3,223,4,hospital,1662,4856818,2922.273165,
2001,4,223,4,hospital,1500,4194023,2796.015333,
2002,1,223,4,hospital,1514,4225119,2790.699472,
2002,2,223,4,hospital,1417,3905012,2755.830628,
2002,3,223,4,hospital,1446,3558299,2460.78769,
2002,4,223,4,hospital,1445,4194819,2902.988927,
2003,1,223,4,hospital,1686,4606554,2732.238434,
2003,2,223,4,hospital,1724,5155247,2990.282483,
2003,3,223,4,hospital,1655,4982121,3010.345015,
2003,4,223,4,hospital,1371,4142642,3021.620715,
2004,1,223,4,hospital,1453,4371503,3008.604955,
2004,2,223,4,hospital,1456,3733719,2564.367445,
2004,3,223,4,hospital,1477,3566224,2414.505078,
2004,4,223,4,hospital,1559,4161127,2669.100064,
2005,1,223,4,hospital,855,4098143,4793.149708,
2005,2,223,4,hospital,968,4607407,4759.717975,
2005,3,223,4,hospital,802,4049324,5049.032419,
2005,4,223,4,hospital,715,3642660,5094.629371,
2006,1,223,4,hospital,855,4153548,4857.950877,
2006,2,223,4,hospital,788,4257741,5403.224619,
2006,3,223,4,hospital,758,4332374,5715.532982,
2006,4,223,4,hospital,627,3854913,6148.186603,
2007,1,223,4,hospital,844,4704924,5574.554502,
2007,2,223,4,hospital,842,4775522,5671.64133,
2007,3,223,4,hospital,877,5197600,5926.567845,
2007,4,223,4,hospital,893,5309312,5945.478163,
2008,1,223,4,hospital,899,4830513,5373.206897,
2008,2,223,4,hospital,827,5057892,6115.951632,
2008,3,223,4,hospital,876,5859077,6688.444064,
2008,4,223,4,hospital,882,5674971,6434.207483,
2009,1,223,4,hospital,930,6111445,6571.446237,
2009,2,223,4,hospital,940,6751258,7182.189362,
2009,3,223,4,hospital,878,5910946,6732.284738,
2009,4,223,4,hospital,915,6581614,7193.020765,
2010,1,223,4,hospital,1149,8028451,6987.337685,
2010,2,223,4,hospital,996,7382355,7412.003012,
2010,3,223,4,hospital,1028,7460750,7257.538911,
2010,4,223,4,hospital,1017,6704908,6592.829892,
2011,1,223,4,hospital,1023,7071879,6912.882698,
2011,2,223,4,hospital,940,6959976,7404.229787,
2011,3,223,4,hospital,900,6460203,7178.003333,
2011,4,223,4,hospital,677,6193931,9149.085672,
2012,1,223,4,hospital,726,6015899,8286.362259,
2012,2,223,4,hospital,700,5886586,8409.408571,
2012,3,223,4,hospital,597,4981063,8343.489112,
2012,4,223,4,hospital,671,5556589,8281.056632,
1997,1,224,5,hospital,1389,2249922,1619.814255,
1997,2,224,5,hospital,1435,2121163,1478.162369,
1997,3,224,5,hospital,236,413544,1752.305085,
1997,4,224,5,hospital,1343,2300528,1712.976917,
1998,1,224,5,hospital,1395,2265924,1624.31828,
1998,2,224,5,hospital,1341,2291127,1708.521253,
1998,3,224,5,hospital,1442,2384470,1653.585298,
1998,4,224,5,hospital,1607,2664343,1657.960797,
1999,1,224,5,hospital,1601,2844793,1776.885072,
1999,2,224,5,hospital,1588,2934530,1847.940806,
1999,3,224,5,hospital,1496,2959150,1978.041444,
1999,4,224,5,hospital,1451,3528549,2431.804962,
2000,1,224,5,hospital,1713,3856997,2251.603619,
2000,2,224,5,hospital,1685,3902420,2315.976261,
2000,3,224,5,hospital,1525,3650090,2393.501639,
2000,4,224,5,hospital,1695,3962087,2337.514454,
2001,1,224,5,hospital,1690,4024459,2381.336686,
2001,2,224,5,hospital,1679,4206042,2505.087552,
2001,3,224,5,hospital,1533,3809636,2485.085453,
2001,4,224,5,hospital,1609,4083762,2538.07458,
2002,1,224,5,hospital,1728,4228083,2446.807292,
2002,2,224,5,hospital,1694,4697174,2772.829988,
2002,3,224,5,hospital,1599,5151985,3222.004378,
2002,4,224,5,hospital,1535,6623846,4315.209121,
2003,1,224,5,hospital,1586,7114117,4485.571879,
2003,2,224,5,hospital,1666,6736244,4043.363745,
2003,3,224,5,hospital,1693,6833869,4036.544005,
2003,4,224,5,hospital,1583,7405060,4677.864814,
2004,1,224,5,hospital,1674,8172701,4882.139188,
2004,2,224,5,hospital,1517,7434318,4900.671061,
2004,3,224,5,hospital,1310,6293016,4803.829008,
2004,4,224,5,hospital,1408,6401805,4546.736506,
2005,1,224,5,hospital,1641,6554487,3994.202925,
2005,2,224,5,hospital,1591,6715140,4220.70396,
2005,3,224,5,hospital,1591,6681695,4199.68259,
2005,4,224,5,hospital,1422,7269309,5112.031646,
2006,1,224,5,hospital,1570,8230960,5242.649682,
2006,2,224,5,hospital,1520,6959519,4578.630921,
2006,3,224,5,hospital,1392,6628335,4761.734914,
2006,4,224,5,hospital,1438,8102723,5634.716968,
2007,1,224,5,hospital,1267,8581058,6772.737174,
2007,2,224,5,hospital,1273,8564740,6727.996858,
2007,3,224,5,hospital,1241,8187163,6597.230459,
2007,4,224,5,hospital,1257,8278393,6585.833731,
2008,1,224,5,hospital,1124,7298007,6492.88879,
2008,2,224,5,hospital,824,7154596,8682.762136,
2008,3,224,5,hospital,682,6531576,9577.090909,
2008,4,224,5,hospital,558,6643388,11905.71326,
2009,1,224,5,hospital,607,7165582,11804.91269,
2009,2,224,5,hospital,597,7679020,12862.68007,
2009,3,224,5,hospital,593,8036306,13551.94941,
2009,4,224,5,hospital,664,8752081,13180.84488,
2010,1,224,5,hospital,596,7948966,13337.19128,
2010,2,224,5,hospital,557,7784992,13976.64632,
2010,3,224,5,hospital,625,8202485,13123.976,
2010,4,224,5,hospital,688,8806764,12800.52907,
2011,1,224,5,hospital,725,9066581,12505.62897,
2011,2,224,5,hospital,630,7814009,12403.18889,
2011,3,224,5,hospital,287,4767485,16611.44599,
2011,4,224,5,hospital,266,4306919,16191.42481,
2012,1,224,5,hospital,247,3993491,16167.97976,
2012,2,224,5,hospital,281,4086595,14543.0427,
2012,3,224,5,hospital,210,2603374,12397.01905,
2012,4,224,5,hospital,231,2816572,12192.95238,
1997,1,226,8,hospital,1608,5214727,3242.989428,
1997,2,226,8,hospital,1350,5040588,3733.768889,
1997,3,226,8,hospital,1251,4657243,3722.816147,
1997,4,226,8,hospital,1488,5271132,3542.427419,
1998,1,226,8,hospital,1643,5641946,3433.929397,
1998,2,226,8,hospital,1530,5216019,3409.162745,
1998,3,226,8,hospital,1328,4392280,3307.439759,
1998,4,226,8,hospital,1766,6849250,3878.397508,
1999,1,226,8,hospital,2003,8002724,3995.368947,
1999,2,226,8,hospital,1708,7384315,4323.369438,
1999,3,226,8,hospital,1461,6124541,4192.019849,
1999,4,226,8,hospital,1783,8325600,4669.433539,
2000,1,226,8,hospital,2047,9863928,4818.723986,
2000,2,226,8,hospital,1736,8580860,4942.891705,
2000,3,226,8,hospital,1478,7575031,5125.190122,
2000,4,226,8,hospital,1721,8889494,5165.307379,
2001,1,226,8,hospital,1979,11034465,5575.778171,
2001,2,226,8,hospital,1744,10473669,6005.544151,
2001,3,226,8,hospital,1446,8344553,5770.783541,
2001,4,226,8,hospital,1600,10651960,6657.475,
2002,1,226,8,hospital,1919,12771173,6655.118812,
2002,2,226,8,hospital,1620,11467328,7078.597531,
2002,3,226,8,hospital,1422,9338343,6567.048523,
2002,4,226,8,hospital,1426,11375797,7977.417251,
2003,1,226,8,hospital,1622,12761596,7867.815043,
2003,2,226,8,hospital,1635,13326625,8150.840979,
2003,3,226,8,hospital,1241,9688596,7807.087832,
2003,4,226,8,hospital,1480,12789330,8641.439189,
2004,1,226,8,hospital,1559,12541690,8044.701732,
2004,2,226,8,hospital,1447,12628945,8727.674499,
2004,3,226,8,hospital,1334,10761042,8066.748126,
2004,4,226,8,hospital,1514,12058632,7964.75033,
2005,1,226,8,hospital,2742,18580373,6776.211889,
2005,2,226,8,hospital,2393,14678414,6133.896364,
2005,3,226,8,hospital,2039,13546679,6643.785679,
2005,4,226,8,hospital,2246,13919716,6197.558326,
2006,1,226,8,hospital,3064,21970202,7170.431462,
2006,2,226,8,hospital,2813,21385389,7602.342339,
2006,3,226,8,hospital,2684,20802323,7750.492921,
2006,4,226,8,hospital,3044,24748317,8130.196124,
2007,1,226,8,hospital,4328,31742672,7334.25878,
2007,2,226,8,hospital,3373,25648747,7604.134895,
2007,3,226,8,hospital,2748,21834865,7945.729622,
2007,4,226,8,hospital,3283,27648350,8421.672251,
2008,1,226,8,hospital,4067,33035214,8122.74748,
2008,2,226,8,hospital,3327,30575107,9189.993087,
2008,3,226,8,hospital,2449,24648776,10064.83299,
2008,4,226,8,hospital,2828,32015103,11320.75778,
2009,1,226,8,hospital,3668,34819023,9492.645311,
2009,2,226,8,hospital,3000,30417472,10139.15733,
2009,3,226,8,hospital,2493,26673257,10699.26073,
2009,4,226,8,hospital,2988,30723345,10282.24398,
2010,1,226,8,hospital,2729,32088365,11758.28692,
2010,2,226,8,hospital,2654,34045549,12828.01394,
2010,3,226,8,hospital,2209,27036360,12239.18515,
2010,4,226,8,hospital,2472,30668569,12406.37905,
2011,1,226,8,hospital,2945,33166798,11262.07063,
2011,2,226,8,hospital,2553,28967671,11346.52213,
2011,3,226,8,hospital,2148,24723971,11510.22858,
2011,4,226,8,hospital,1636,19258467,11771.6791,
2012,1,226,8,hospital,1513,19527354,12906.3807,
2012,2,226,8,hospital,1368,18566341,13571.8867,
2012,3,226,8,hospital,1174,16101713,13715.25809,
2012,4,226,8,hospital,1315,20612030,15674.54753,
1997,1,228,11,hospital,125,205539,1644.312,
1997,2,228,11,hospital,28,89686,3203.071429,
1997,3,228,11,hospital,393,3284407,8357.26972,
1997,4,228,11,hospital,450,3278009,7284.464444,
1998,1,228,11,hospital,408,3320555,8138.615196,
1998,2,228,11,hospital,606,3813071,6292.19637,
1998,3,228,11,hospital,443,2337907,5277.442438,
1998,4,228,11,hospital,1381,9350576,6770.87328,
1999,1,228,11,hospital,1146,7155153,6243.589005,
1999,2,228,11,hospital,817,3975491,4865.962056,
1999,3,228,11,hospital,871,4198855,4820.729047,
1999,4,228,11,hospital,833,4045221,4856.207683,
2000,1,228,11,hospital,917,5056154,5513.799346,
2000,2,228,11,hospital,1183,5512820,4660.033812,
2000,3,228,11,hospital,1373,5143221,3745.973052,
2000,4,228,11,hospital,1515,6505309,4293.933333,
2001,1,228,11,hospital,1523,6769557,4444.883125,
2001,2,228,11,hospital,1233,9380858,7608.15734,
2001,3,228,11,hospital,1604,6247559,3894.986908,
2001,4,228,11,hospital,1631,5864725,3595.784795,
2002,1,228,11,hospital,1491,6406863,4297.024145,
2002,2,228,11,hospital,1407,6560723,4662.916134,
2002,3,228,11,hospital,1476,7633922,5172.033875,
2002,4,228,11,hospital,1629,7206299,4423.756292,
2003,1,228,11,hospital,1489,3656187,2455.464741,
2003,2,228,11,hospital,1287,3261782,2534.407148,
2003,3,228,11,hospital,1175,2871887,2444.159149,
2003,4,228,11,hospital,785,8970338,11427.18217,
2004,1,228,11,hospital,1518,16170462,10652.47826,
2004,2,228,11,hospital,1701,17234136,10131.7672,
2004,3,228,11,hospital,1363,15719713,11533.17168,
2004,4,228,11,hospital,1390,17839946,12834.49353,
2005,1,228,11,hospital,1454,19442482,13371.72077,
2005,2,228,11,hospital,1626,21154259,13009.99938,
2005,3,228,11,hospital,1403,18815050,13410.58446,
2005,4,228,11,hospital,1408,22000015,15625.01065,
2006,1,228,11,hospital,1481,24116861,16284.17353,
2006,2,228,11,hospital,1958,27324229,13955.17314,
2006,3,228,11,hospital,2028,27786886,13701.62032,
2006,4,228,11,hospital,1790,28255620,15785.26257,
2007,1,228,11,hospital,1878,28666723,15264.49574,
2007,2,228,11,hospital,1788,28348982,15855.13535,
2007,3,228,11,hospital,1767,27586563,15612.08998,
2007,4,228,11,hospital,1813,33097203,18255.4898,
2008,1,228,11,hospital,1672,29754495,17795.7506,
2008,2,228,11,hospital,1448,26001371,17956.74793,
2008,3,228,11,hospital,1122,22388561,19954.15419,
2008,4,228,11,hospital,1150,25763107,22402.70174,
2009,1,228,11,hospital,1145,27134172,23697.96681,
2009,2,228,11,hospital,1227,28446361,23183.6683,
2009,3,228,11,hospital,1255,28927299,23049.64064,
2009,4,228,11,hospital,1379,33528112,24313.3517,
2010,1,228,11,hospital,1310,32249334,24617.81221,
2010,2,228,11,hospital,1350,32971275,24423.16667,
2010,3,228,11,hospital,1320,31215959,23648.45379,
2010,4,228,11,hospital,1376,34368874,24977.37936,
2011,1,228,11,hospital,1352,32882142,24321.11095,
2011,2,228,11,hospital,1357,33269982,24517.30435,
2011,3,228,11,hospital,1225,30925900,25245.63265,
2011,4,228,11,hospital,1322,37273210,28194.56127,
2012,1,228,11,hospital,1290,36319361,28154.54341,
2012,2,228,11,hospital,1331,38248547,28736.69947,
2012,3,228,11,hospital,1142,34208952,29955.29947,
2012,4,228,11,hospital,1302,41679424,32011.84639,
1997,1,232,11,hospital,561,1879815,3350.828877,
1997,2,232,11,hospital,310,1135285,3662.209677,
1997,3,232,11,hospital,233,858244,3683.450644,
1997,4,232,11,hospital,267,1098492,4114.202247,
1998,1,232,11,hospital,369,1456207,3946.360434,
1998,2,232,11,hospital,327,1105115,3379.556575,
1998,3,232,11,hospital,308,1164704,3781.506494,
1998,4,232,11,hospital,355,1246624,3511.616901,
1999,1,232,11,hospital,362,1505510,4158.867403,
1999,2,232,11,hospital,353,1425837,4039.1983,
1999,3,232,11,hospital,408,1986354,4868.514706,
1999,4,232,11,hospital,517,2474166,4785.62089,
2000,1,232,11,hospital,616,2693005,4371.761364,
2000,2,232,11,hospital,494,2665285,5395.313765,
2000,3,232,11,hospital,516,2645246,5126.445736,
2000,4,232,11,hospital,485,2786700,5745.773196,
2001,1,232,11,hospital,613,3141404,5124.639478,
2001,2,232,11,hospital,490,2534969,5173.406122,
2001,3,232,11,hospital,467,2448815,5243.715203,
2001,4,232,11,hospital,438,2840934,6486.150685,
2002,1,232,11,hospital,462,2426978,5253.199134,
2002,2,232,11,hospital,429,2377348,5541.60373,
2002,3,232,11,hospital,434,2200321,5069.864055,
2002,4,232,11,hospital,498,3202680,6431.084337,
2003,1,232,11,hospital,576,3642101,6323.092014,
2003,2,232,11,hospital,584,3596822,6158.941781,
2003,3,232,11,hospital,472,2885076,6112.449153,
2003,4,232,11,hospital,563,3750317,6661.309059,
2004,1,232,11,hospital,605,3864625,6387.809917,
2004,2,232,11,hospital,543,3453732,6360.464088,
2004,3,232,11,hospital,459,3510126,7647.333333,
2004,4,232,11,hospital,489,3445472,7045.95501,
2005,1,232,11,hospital,540,4221865,7818.268519,
2005,2,232,11,hospital,408,3439972,8431.303922,
2005,3,232,11,hospital,345,3236831,9382.118841,
2005,4,232,11,hospital,368,3305114,8981.288043,
2006,1,232,11,hospital,449,3736868,8322.64588,
2006,2,232,11,hospital,383,3120590,8147.754569,
2006,3,232,8,hospital,331,3172034,9583.18429,
2006,4,232,8,hospital,380,3124224,8221.642105,
2007,1,232,11,hospital,414,3515467,8491.466184,
2007,2,232,11,hospital,369,2751898,7457.718157,
2007,3,232,11,hospital,407,3599863,8844.872236,
2007,4,232,11,hospital,418,4037590,9659.30622,
2008,1,232,11,hospital,484,4441591,9176.840909,
2008,2,232,11,hospital,377,3108362,8244.992042,
2008,3,232,11,hospital,310,3273032,10558.16774,
2008,4,232,11,hospital,387,3322424,8585.074935,
2009,1,232,11,hospital,369,2585304,7006.243902,
2009,2,232,11,hospital,290,2246487,7746.506897,
2009,3,232,11,hospital,262,2008530,7666.145038,
2009,4,232,11,hospital,290,2469125,8514.224138,
2010,1,232,11,hospital,360,2922293,8117.480556,
2010,2,232,11,hospital,321,2851204,8882.255452,
2010,3,232,11,hospital,249,2197928,8827.02008,
2010,4,232,11,hospital,306,2677840,8751.111111,
2011,1,232,11,hospital,367,3453943,9411.288828,
2011,2,232,11,hospital,323,2620686,8113.578947,
2011,3,232,11,hospital,235,2093160,8907.06383,
2011,4,232,11,hospital,315,3193916,10139.41587,
2012,1,232,11,hospital,345,3675060,10652.34783,
2012,2,232,11,hospital,276,2499891,9057.576087,
2012,3,232,11,hospital,254,2418046,9519.866142,
2012,4,232,11,hospital,296,2725490,9207.736486,
1997,1,233,1,hospital,5057,5766978,1140.395096,
1997,2,233,1,hospital,5147,5806606,1128.153487,
1997,3,233,1,hospital,17817,8808862,494.4077005,
1997,4,233,1,hospital,17648,8945907,506.9076949,
1998,1,233,1,hospital,20312,10314079,507.7825423,
1998,2,233,1,hospital,16680,8859810,531.1636691,
1998,3,233,1,hospital,15837,9358195,590.9070531,
1998,4,233,1,hospital,4802,2925002,609.121616,
1999,1,233,1,hospital,4001,8592776,2147.657086,
1999,2,233,1,hospital,4170,9290443,2227.923981,
1999,3,233,1,hospital,4327,9341217,2158.820661,
1999,4,233,1,hospital,4242,9161280,2159.660537,
2000,1,233,1,hospital,4308,8681525,2015.210074,
2000,2,233,1,hospital,4594,9363640,2038.232477,
2000,3,233,1,hospital,4291,9246681,2154.901189,
2000,4,233,1,hospital,4658,9173166,1969.335766,
