year,qtr,company,region,type,employee,revenue,profit,ceo
2006,4,183,3,asc,1204,4988408,4143.195801,CEO-183
2007,1,183,3,asc,1270,5350987,4213.375488,CEO-183
2007,2,183,3,asc,1365,5383442,3943.913574,CEO-183
2007,3,183,3,asc,1264,5674003,4488.926270,CEO-183
2007,4,183,3,asc,1120,5290784,4723.914063,CEO-183
2008,1,183,3,asc,1177,5859377,4978.230469,CEO-183
2008,2,183,3,asc,1159,6067392,5235.023438,CEO-183
2008,3,183,3,asc,1130,6007690,5316.540039,CEO-183
2008,4,183,3,asc,1174,6552059,5580.970215,CEO-183
2009,1,183,3,asc,1209,6693314,5536.239746,CEO-183
2009,2,183,3,asc,1355,7295793,5384.349121,CEO-183
2009,3,183,3,asc,1210,6518952,5387.563477,CEO-183
2009,4,183,3,asc,1124,6377358,5673.806152,CEO-183
2010,1,183,3,asc,1067,6369086,5969.152832,CEO-183
2010,2,183,3,asc,1116,6201849,5557.212402,CEO-183
2010,3,183,3,asc,999,5360581,5365.946777,CEO-183
2010,4,183,3,asc,949,5800895,6112.639648,CEO-183
2011,1,183,3,asc,1092,6360615,5824.738770,CEO-183
2011,2,183,3,asc,1244,8094302,6506.673828,CEO-183
2011,3,183,3,asc,1011,6860740,6786.092773,CEO-183
2011,4,183,3,asc,979,7400538,7559.282715,CEO-183
2012,1,183,3,asc,900,7445708,8273.008789,CEO-183
2012,2,183,3,asc,1071,8036668,7503.891602,CEO-183
2012,3,183,3,asc,834,6985612,8376.033203,CEO-183
2012,4,183,3,asc,679,5968506,8790.141602,CEO-183
1997,1,185,8,asc,598,1162446,1943.889648,CEO-185
1997,2,185,8,asc,623,1137849,1826.402832,CEO-185
1997,3,185,8,asc,483,849719,1759.252563,CEO-185
1997,4,185,8,asc,560,950170,1696.732178,CEO-185
1998,1,185,8,asc,785,1468914,1871.228027,CEO-185
1998,2,185,8,asc,711,1351252,1900.495117,CEO-185
1998,3,185,8,asc,624,1166953,1870.116943,CEO-185
1998,4,185,8,asc,848,1532547,1807.248779,CEO-185
1999,1,185,8,asc,886,1670518,1885.460449,CEO-185
1999,2,185,8,asc,759,1477400,1946.508545,CEO-185
1999,3,185,8,asc,663,1329916,2005.906494,CEO-185
1999,4,185,8,asc,752,1615861,2148.751221,CEO-185
2000,1,185,8,asc,916,2187889,2388.525146,CEO-185
2000,2,185,8,asc,850,1931181,2271.977539,CEO-185
2000,3,185,8,asc,617,1364858,2212.087402,CEO-185
2000,4,185,8,asc,701,1596151,2276.962891,CEO-185
2001,1,185,8,asc,571,1301059,2278.562256,CEO-185
2001,2,185,8,asc,520,1141111,2194.444336,CEO-185
2001,3,185,8,asc,327,733557,2243.293457,CEO-185
2001,4,185,8,asc,305,710547,2329.662354,CEO-185
2002,1,185,8,asc,293,890807,3040.296875,CEO-185
2002,2,185,8,asc,224,677846,3026.098145,CEO-185
2002,3,185,8,asc,198,587447,2966.904053,CEO-185
2002,4,185,8,asc,229,655850,2863.973877,CEO-185
2003,1,185,8,asc,275,965169,3509.705566,CEO-185
2003,2,185,8,asc,325,847432,2607.483154,CEO-185
2003,3,185,8,asc,361,971016,2689.794922,CEO-185
2003,4,185,8,asc,335,911440,2720.716309,CEO-185
2004,1,185,8,asc,294,802056,2728.081543,CEO-185
2004,2,185,8,asc,275,708421,2576.076416,CEO-185
2004,3,185,8,asc,251,627214,2498.860596,CEO-185
2004,4,185,8,asc,214,549607,2568.257080,CEO-185
2005,1,185,8,asc,306,842313,2752.656982,CEO-185
2005,2,185,8,asc,340,1042606,3066.488281,CEO-185
2005,3,185,8,asc,354,1032706,2917.248535,CEO-185
1997,1,186,5,asc,681,1527652,2243.248047,CEO-186
1997,2,186,5,asc,743,1740106,2342.000000,CEO-186
1997,3,186,5,asc,694,1366660,1969.250732,CEO-186
1997,4,186,5,asc,825,1672046,2026.722412,CEO-186
1998,1,186,5,asc,844,1610500,1908.175415,CEO-186
1998,2,186,5,asc,863,1710394,1981.916626,CEO-186
1998,3,186,5,asc,756,1481373,1959.488037,CEO-186
1998,4,186,5,asc,897,1587166,1769.415771,CEO-186
1999,1,186,5,asc,735,1608004,2187.760498,CEO-186
1999,2,186,5,asc,1033,2394800,2318.296143,CEO-186
1999,3,186,5,asc,866,2024425,2337.673096,CEO-186
1999,4,186,5,asc,913,2441255,2673.882813,CEO-186
2000,1,186,5,asc,917,2787950,3040.294434,CEO-186
2000,2,186,5,asc,889,2609182,2934.962891,CEO-186
2000,3,186,5,asc,780,2169366,2781.238525,CEO-186
2000,4,186,5,asc,817,2207852,2702.389160,CEO-186
2001,1,186,5,asc,953,2481223,2603.591797,CEO-186
2001,2,186,5,asc,903,2442280,2704.628906,CEO-186
2001,3,186,5,asc,845,2188275,2589.674561,CEO-186
2001,4,186,5,asc,832,2199384,2643.490479,CEO-186
2002,1,186,5,asc,894,2731066,3054.883789,CEO-186
2002,2,186,5,asc,862,2618793,3038.042969,CEO-186
2002,3,186,5,asc,739,2139025,2894.485840,CEO-186
2002,4,186,5,asc,820,2292123,2795.271973,CEO-186
2003,1,186,5,asc,870,2668613,3067.371338,CEO-186
2003,2,186,5,asc,855,2545103,2976.728760,CEO-186
2003,3,186,5,asc,730,2407977,3298.598633,CEO-186
2003,4,186,5,asc,764,2776756,3634.497314,CEO-186
2004,1,186,5,asc,839,3338469,3979.104980,CEO-186
2004,2,186,5,asc,969,3636427,3752.762695,CEO-186
2004,3,186,5,asc,783,3118774,3983.108643,CEO-186
2004,4,186,5,asc,1009,3648306,3615.764160,CEO-186
2005,1,186,5,asc,846,3781171,4469.469238,CEO-186
2005,2,186,5,asc,960,4418880,4603.000000,CEO-186
2005,3,186,5,asc,912,4210654,4616.945313,CEO-186
2005,4,186,5,asc,843,4330824,5137.395020,CEO-186
2006,1,186,5,asc,752,3987442,5302.449707,CEO-186
2006,2,186,5,asc,818,4108077,5022.099121,CEO-186
2006,3,186,5,asc,794,4148155,5224.376465,CEO-186
2006,4,186,5,asc,727,4178694,5747.859863,CEO-186
2007,1,186,5,asc,797,4519701,5670.892090,CEO-186
2007,2,186,5,asc,729,3928901,5389.438965,CEO-186
2007,3,186,5,asc,751,4342166,5781.845703,CEO-186
2007,4,186,5,asc,718,4367661,6083.093262,CEO-186
2008,1,186,5,asc,757,4893057,6463.747559,CEO-186
2008,2,186,5,asc,780,5169294,6627.299805,CEO-186
2008,3,186,5,asc,706,4467911,6328.485840,CEO-186
2008,4,186,5,asc,737,4950225,6716.723145,CEO-186
2009,1,186,5,asc,777,5313141,6838.019531,CEO-186
2009,2,186,5,asc,748,4885615,6531.570801,CEO-186
2009,3,186,5,asc,761,5166722,6789.385254,CEO-186
2009,4,186,5,asc,758,5571443,7350.188477,CEO-186
2010,1,186,5,asc,684,4786935,6998.442871,CEO-186
2010,2,186,5,asc,731,5210400,7127.770020,CEO-186
2010,3,186,5,asc,702,4880166,6951.803223,CEO-186
2010,4,186,5,asc,647,5157555,7971.491699,CEO-186
2011,1,186,5,asc,628,4712762,7504.397949,CEO-186
2011,2,186,5,asc,619,4753050,7678.594727,CEO-186
2011,3,186,5,asc,521,3992786,7663.696777,CEO-186
2011,4,186,5,asc,515,4525045,8786.495117,CEO-186
2012,1,186,5,asc,500,4102325,8204.650391,CEO-186
2012,2,186,5,asc,506,4183815,8268.409180,CEO-186
2012,3,186,5,asc,471,4052034,8603.044922,CEO-186
2012,4,186,5,asc,495,4551241,9194.425781,CEO-186
1997,1,188,3,asc,1306,1255985,961.703674,CEO-188
1997,2,188,3,asc,1251,1194793,955.070374,CEO-188
1997,3,188,3,asc,1319,1271729,964.161499,CEO-188
1997,4,188,3,asc,1327,1258325,948.247925,CEO-188
1998,1,188,3,asc,1465,1358625,927.389099,CEO-188
1998,2,188,3,asc,1235,1140762,923.693909,CEO-188
1998,3,188,3,asc,570,522075,915.921082,CEO-188
1998,4,188,3,asc,1349,1174020,870.289124,CEO-188
1999,1,188,3,asc,1531,1196128,781.272400,CEO-188
1999,2,188,3,asc,1578,1269376,804.420776,CEO-188
1999,3,188,3,asc,1472,1171827,796.078125,CEO-188
1999,4,188,3,asc,1542,1232198,799.090820,CEO-188
2000,1,188,3,asc,1598,1264266,791.155212,CEO-188
2000,2,188,3,asc,1623,1293550,797.011719,CEO-188
2000,3,188,3,asc,1554,1207750,777.187927,CEO-188
2000,4,188,3,asc,1447,1163365,803.984131,CEO-188
2001,1,188,3,asc,1607,1271759,791.387085,CEO-188
2001,2,188,3,asc,1577,1211080,767.964478,CEO-188
2001,3,188,3,asc,1694,1334934,788.036621,CEO-188
2001,4,188,3,asc,1695,1354259,798.972839,CEO-188
2002,1,188,3,asc,1712,1364543,797.046143,CEO-188
2002,2,188,3,asc,1567,1259002,803.447327,CEO-188
2002,3,188,3,asc,1445,1166182,807.046387,CEO-188
2002,4,188,3,asc,1690,1426163,843.883423,CEO-188
2003,1,188,3,asc,1456,1209885,830.964966,CEO-188
2003,2,188,3,asc,1329,1084485,816.015808,CEO-188
2003,3,188,3,asc,1439,1190265,827.147339,CEO-188
2003,4,188,3,asc,1561,1351690,865.912903,CEO-188
2004,1,188,3,asc,1497,1268805,847.565125,CEO-188
2004,2,188,3,asc,1460,1288990,882.869873,CEO-188
2004,3,188,3,asc,1196,1031280,862.274231,CEO-188
2004,4,188,3,asc,1248,1057522,847.373413,CEO-188
2005,1,188,3,asc,1307,1073174,821.097168,CEO-188
2005,2,188,3,asc,1275,1055498,827.841553,CEO-188
2005,3,188,3,asc,1253,1033874,825.118896,CEO-188
2005,4,188,3,asc,1255,1040485,829.071716,CEO-188
2006,1,188,3,asc,1423,1171870,823.520752,CEO-188
2006,2,188,3,asc,1377,1162102,843.937561,CEO-188
2006,3,188,3,asc,1254,1068926,852.413086,CEO-188
2006,4,188,3,asc,1316,1117740,849.346497,CEO-188
2007,1,188,3,asc,1474,1189209,806.790344,CEO-188
2007,2,188,3,asc,1324,1114665,841.891968,CEO-188
2007,3,188,3,asc,1320,1093033,828.055298,CEO-188
2007,4,188,3,asc,1312,1081600,824.390259,CEO-188
2008,1,188,3,asc,1484,1068940,720.309998,CEO-188
2008,2,188,3,asc,1434,1007138,702.327759,CEO-188
2008,3,188,3,asc,1419,1011309,712.691345,CEO-188
2008,4,188,3,asc,1493,1058345,708.871399,CEO-188
2009,1,188,3,asc,1680,1179264,701.942871,CEO-188
2009,2,188,3,asc,1516,1076791,710.284302,CEO-188
2009,3,188,3,asc,1429,1040534,728.155334,CEO-188
2009,4,188,3,asc,1484,1071629,722.121948,CEO-188
2010,1,188,3,asc,1463,1079421,737.813416,CEO-188
2010,2,188,3,asc,1359,1010999,743.928650,CEO-188
2010,3,188,3,asc,1298,1583674,1220.087769,CEO-188
2010,4,188,3,asc,1359,1678145,1234.838135,CEO-188
2011,1,188,3,asc,1382,1685691,1219.747437,CEO-188
2011,2,188,3,asc,1294,1570795,1213.906494,CEO-188
2011,3,188,3,asc,1247,1539229,1234.345581,CEO-188
2011,4,188,3,asc,1331,1589226,1194.009033,CEO-188
2012,1,188,3,asc,1478,1737709,1175.716553,CEO-188
2012,2,188,3,asc,1354,1553357,1147.235596,CEO-188
2012,3,188,3,asc,1254,1453402,1159.012817,CEO-188
2012,4,188,3,asc,1368,1544138,1128.755859,CEO-188
1997,2,189,4,asc,1355,2757864,2035.323975,CEO-189
1997,3,189,4,asc,826,1644963,1991.480591,CEO-189
1997,4,189,4,asc,1280,2670229,2086.116455,CEO-189
1998,1,189,4,asc,1216,2735754,2249.797607,CEO-189
1998,2,189,4,asc,1199,2662639,2220.716309,CEO-189
1998,3,189,4,asc,1257,2759816,2195.557617,CEO-189
1997,1,190,8,asc,590,443460,751.627136,CEO-190
1997,2,190,8,asc,571,423670,741.979004,CEO-190
1997,3,190,8,asc,456,337305,739.703918,CEO-190
1997,4,190,8,asc,378,283040,748.783081,CEO-190
1998,1,190,8,asc,648,497005,766.983032,CEO-190
1998,2,190,8,asc,626,483000,771.565491,CEO-190
1998,3,190,8,asc,567,432200,762.257507,CEO-190
1998,4,190,8,asc,665,513260,771.819519,CEO-190
1999,1,190,8,asc,641,508622,793.482056,CEO-190
1999,2,190,8,asc,664,590751,889.685242,CEO-190
1999,3,190,8,asc,619,570207,921.174500,CEO-190
1999,4,190,8,asc,685,621763,907.683228,CEO-190
2000,1,190,8,asc,849,775744,913.714966,CEO-190
2000,2,190,8,asc,787,690622,877.537476,CEO-190
2000,3,190,8,asc,672,605278,900.711304,CEO-190
2000,4,190,8,asc,852,764526,897.330994,CEO-190
2001,1,190,8,asc,903,916259,1014.683289,CEO-190
2001,2,190,8,asc,857,820211,957.072327,CEO-190
2001,3,190,8,asc,704,678072,963.170471,CEO-190
2001,4,190,8,asc,868,859174,989.831787,CEO-190
2002,1,190,8,asc,931,1052994,1131.035400,CEO-190
2002,2,190,8,asc,939,1080266,1150.442993,CEO-190
2002,3,190,8,asc,856,972866,1136.525757,CEO-190
2002,4,190,8,asc,1026,1158398,1129.042847,CEO-190
2003,1,190,8,asc,959,1095551,1142.388916,CEO-190
2003,2,190,8,asc,939,1071922,1141.557007,CEO-190
2003,3,190,8,asc,824,984620,1194.927124,CEO-190
2003,4,190,8,asc,1042,1292526,1240.427979,CEO-190
2004,1,190,8,asc,984,1258665,1279.131104,CEO-190
2004,2,190,8,asc,800,993231,1241.538696,CEO-190
2004,3,190,8,asc,743,921584,1240.355347,CEO-190
2004,4,190,8,asc,875,1074663,1228.186279,CEO-190
2005,1,190,8,asc,1002,1261652,1259.133789,CEO-190
2005,2,190,8,asc,1056,1380489,1307.281250,CEO-190
2005,3,190,8,asc,795,1024041,1288.101929,CEO-190
2005,4,190,8,asc,847,1139771,1345.656494,CEO-190
2006,1,190,8,asc,908,1568751,1727.699341,CEO-190
2006,2,190,8,asc,811,1411482,1740.421753,CEO-190
2006,3,190,8,asc,795,1340615,1686.308228,CEO-190
2006,4,190,8,asc,947,1577774,1666.076050,CEO-190
2007,1,190,8,asc,1056,1770272,1676.393921,CEO-190
2007,2,190,8,asc,1176,2024255,1721.305298,CEO-190
2007,3,190,8,asc,1026,1761221,1716.589722,CEO-190
2007,4,190,8,asc,1223,2029728,1659.630371,CEO-190
2008,1,190,8,asc,1240,2102389,1695.474976,CEO-190
2008,2,190,8,asc,1151,1931485,1678.093018,CEO-190
2008,3,190,8,asc,1036,1756541,1695.502930,CEO-190
2008,4,190,8,asc,1259,2062737,1638.393188,CEO-190
2009,1,190,8,asc,1295,2193028,1693.457886,CEO-190
2009,2,190,8,asc,1139,1880241,1650.782227,CEO-190
2009,3,190,8,asc,1072,1758359,1640.260254,CEO-190
2009,4,190,8,asc,1135,1825085,1608.004395,CEO-190
2010,1,190,8,asc,1217,1968792,1617.741943,CEO-190
2010,2,190,8,asc,1108,1797490,1622.283447,CEO-190
2010,3,190,8,asc,908,1474604,1624.013184,CEO-190
2010,4,190,8,asc,1173,1837484,1566.482544,CEO-190
2011,1,190,8,asc,1207,1954583,1619.372803,CEO-190
2011,2,190,8,asc,1029,1681739,1634.343018,CEO-190
2011,3,190,8,asc,968,1568778,1620.638428,CEO-190
2011,4,190,8,asc,1190,1864135,1566.500000,CEO-190
2012,1,190,8,asc,1178,1917209,1627.511841,CEO-190
2012,2,190,8,asc,1147,1820003,1586.750610,CEO-190
2012,3,190,8,asc,898,1461252,1627.229370,CEO-190
2012,4,190,8,asc,1149,1810220,1575.474365,CEO-190
1997,1,191,7,asc,524,1598232,3050.061035,CEO-191
1997,2,191,7,asc,467,1321800,2830.406738,CEO-191
1997,3,191,7,asc,585,1567250,2679.059814,CEO-191
1997,4,191,7,asc,695,2084294,2998.984131,CEO-191
1998,1,191,7,asc,475,1425531,3001.117920,CEO-191
1998,2,191,7,asc,851,3011836,3539.172852,CEO-191
1998,3,191,7,asc,853,3103078,3637.840576,CEO-191
1998,4,191,7,asc,1157,4246931,3670.640381,CEO-191
1999,1,191,7,asc,1449,5014220,3460.469238,CEO-191
1999,2,191,7,asc,1530,5347078,3494.822266,CEO-191
1999,3,191,7,asc,1341,4955199,3695.152100,CEO-191
1999,4,191,7,asc,1437,5516277,3838.745361,CEO-191
2000,1,191,7,asc,1359,5384379,3962.015381,CEO-191
2000,2,191,7,asc,1349,5343605,3961.160156,CEO-191
2000,3,191,7,asc,1423,5319402,3738.160156,CEO-191
2000,4,191,7,asc,1622,6366386,3925.022217,CEO-191
2001,1,191,7,asc,1732,6862994,3962.467773,CEO-191
2001,2,191,7,asc,1789,7085319,3960.491455,CEO-191
2001,3,191,7,asc,1641,6512739,3968.762451,CEO-191
2001,4,191,7,asc,1718,7418420,4318.055664,CEO-191
2002,1,191,7,asc,1668,8100728,4856.551758,CEO-191
2002,2,191,7,asc,1716,8781590,5117.476563,CEO-191
2002,3,191,7,asc,1332,7349836,5517.895020,CEO-191
2002,4,191,7,asc,1394,7717835,5536.466797,CEO-191
2003,1,191,7,asc,1407,7608687,5407.737793,CEO-191
2003,2,191,7,asc,1347,7167905,5321.384766,CEO-191
2003,3,191,7,asc,1319,8171317,6195.084961,CEO-191
2003,4,191,7,asc,1318,8201879,6222.973633,CEO-191
2004,1,191,7,asc,1394,9206331,6604.254883,CEO-191
2004,2,191,7,asc,1441,9159287,6356.202148,CEO-191
2004,3,191,7,asc,1156,7447306,6442.306152,CEO-191
2004,4,191,7,asc,1751,11185964,6388.329102,CEO-191
2005,1,191,7,asc,1473,9562447,6491.817383,CEO-191
2005,2,191,7,asc,1018,6717800,6599.017578,CEO-191
2005,3,191,7,asc,1035,6918536,6684.575684,CEO-191
2005,4,191,7,asc,919,6260558,6812.358887,CEO-191
2006,1,191,7,asc,995,6961916,6996.900391,CEO-191
2006,2,191,7,asc,904,6269850,6935.674805,CEO-191
2006,3,191,7,asc,848,5842566,6889.818359,CEO-191
2006,4,191,7,asc,827,5721414,6918.275879,CEO-191
2007,1,191,7,asc,789,5553570,7038.745117,CEO-191
2007,2,191,7,asc,968,6270124,6477.400879,CEO-191
2007,3,191,7,asc,898,5958010,6634.754883,CEO-191
2007,4,191,7,asc,834,5671972,6800.925781,CEO-191
2008,1,191,7,asc,891,6306287,7077.763184,CEO-191
2008,2,191,7,asc,778,5140661,6607.533203,CEO-191
2008,3,191,7,asc,761,4953623,6509.359863,CEO-191
2008,4,191,7,asc,728,5060764,6951.599121,CEO-191
2009,1,191,7,asc,772,5754767,7454.361328,CEO-191
2009,2,191,7,asc,759,5890081,7760.317383,CEO-191
2009,3,191,7,asc,903,6725576,7448.035645,CEO-191
2009,4,191,7,asc,923,7220791,7823.175293,CEO-191
2010,1,191,7,asc,853,7363192,8632.112305,CEO-191
2010,2,191,7,asc,866,8015983,9256.331055,CEO-191
2010,3,191,7,asc,813,7689057,9457.634766,CEO-191
2010,4,191,7,asc,799,7395589,9256.056641,CEO-191
2011,1,191,7,asc,779,7443032,9554.598633,CEO-191
2011,2,191,7,asc,740,6555543,8858.841797,CEO-191
2011,3,191,7,asc,535,4632043,8658.024414,CEO-191
2011,4,191,7,asc,560,5418900,9676.607422,CEO-191
2012,1,191,7,asc,570,5763304,10111.059570,CEO-191
2012,2,191,7,asc,661,6485043,9810.958008,CEO-191
2012,3,191,7,asc,546,5482420,10041.062500,CEO-191
2012,4,191,7,asc,611,6101713,9986.436523,CEO-191
1997,1,193,8,asc,480,1030382,2146.629150,CEO-193
1997,2,193,8,asc,545,1260572,2312.976074,CEO-193
1997,3,193,8,asc,615,1397784,2272.819580,CEO-193
1997,4,193,8,asc,716,1636784,2286.011230,CEO-193
1998,1,193,8,asc,1055,1861217,1764.186768,CEO-193
1998,2,193,8,asc,1152,2039244,1770.177124,CEO-193
1998,3,193,8,asc,1023,2010711,1965.504395,CEO-193
1998,4,193,8,asc,1055,2231531,2115.195313,CEO-193
1999,1,193,8,asc,1118,2513247,2247.984863,CEO-193
1999,2,193,8,asc,1166,2489130,2134.759766,CEO-193
1999,3,193,8,asc,1290,3186241,2469.954346,CEO-193
1999,4,193,8,asc,987,2180997,2209.723389,CEO-193
2000,1,193,8,asc,1058,2547847,2408.172852,CEO-193
2000,2,193,8,asc,989,2440822,2467.969727,CEO-193
2000,3,193,8,asc,1012,2562917,2532.526611,CEO-193
2000,4,193,8,asc,875,2251778,2573.460449,CEO-193
2001,1,193,8,asc,1115,2656454,2382.469971,CEO-193
2001,2,193,8,asc,927,2051063,2212.581543,CEO-193
2001,3,193,8,asc,843,1897144,2250.467285,CEO-193
2001,4,193,8,asc,970,2072409,2136.504150,CEO-193
2002,1,193,8,asc,982,2898620,2951.751465,CEO-193
2002,2,193,8,asc,1087,3492567,3213.033203,CEO-193
2002,3,193,8,asc,1008,3127179,3102.360107,CEO-193
2002,4,193,8,asc,997,3089920,3099.217773,CEO-193
2003,1,193,8,asc,1160,3942567,3398.764648,CEO-193
2003,2,193,8,asc,1107,3674219,3319.077637,CEO-193
2003,3,193,8,asc,1058,3743409,3538.193848,CEO-193
2003,4,193,8,asc,1157,4057017,3506.497070,CEO-193
2004,1,193,8,asc,1097,4248202,3872.563477,CEO-193
2004,2,193,8,asc,1168,4342434,3717.837402,CEO-193
2004,3,193,8,asc,1097,3949313,3600.103027,CEO-193
2004,4,193,8,asc,1245,4765410,3827.638672,CEO-193
2005,1,193,8,asc,1397,5578601,3993.271973,CEO-193
2005,2,193,8,asc,1448,5732150,3958.667236,CEO-193
2005,3,193,8,asc,1458,5712479,3918.023926,CEO-193
2005,4,193,8,asc,1375,5659545,4116.032715,CEO-193
2006,1,193,8,asc,1425,5569991,3908.765625,CEO-193
2006,2,193,8,asc,1189,4693581,3947.502930,CEO-193
2006,3,193,8,asc,1295,5292814,4087.114990,CEO-193
2006,4,193,8,asc,1349,5811127,4307.729492,CEO-193
2007,1,193,8,asc,1347,6152635,4567.657715,CEO-193
2007,2,193,8,asc,1295,5811298,4487.488770,CEO-193
2007,3,193,8,asc,1286,5757345,4476.939941,CEO-193
2007,4,193,8,asc,1347,6598067,4898.342285,CEO-193
2008,1,193,8,asc,1373,7102190,5172.752930,CEO-193
2008,2,193,8,asc,1277,7004421,5485.059570,CEO-193
2008,3,193,8,asc,1204,7124460,5917.325684,CEO-193
2008,4,193,8,asc,1106,6609757,5976.271973,CEO-193
2009,1,193,8,asc,1334,7667665,5747.875000,CEO-193
2009,2,193,8,asc,1277,6810812,5333.447266,CEO-193
2009,3,193,8,asc,1134,6068559,5351.462891,CEO-193
2009,4,193,8,asc,1084,6058423,5588.951172,CEO-193
2010,1,193,8,asc,1064,6225294,5850.840332,CEO-193
2010,2,193,8,asc,1234,7011129,5681.627930,CEO-193
2010,3,193,8,asc,1109,6207980,5597.817871,CEO-193
2010,4,193,8,asc,1140,7113300,6239.736816,CEO-193
2011,1,193,8,asc,1138,6978850,6132.557129,CEO-193
2011,2,193,8,asc,1091,6913613,6336.950684,CEO-193
2011,3,193,8,asc,932,6259741,6716.460449,CEO-193
2011,4,193,8,asc,936,6739920,7200.769043,CEO-193
2012,1,193,8,asc,1021,7036485,6891.758301,CEO-193
2012,2,193,8,asc,1018,7185622,7058.567871,CEO-193
2012,3,193,8,asc,883,5920914,6705.451660,CEO-193
2012,4,193,8,asc,937,7190953,7674.442871,CEO-193
1997,1,195,4,asc,30,46090,1536.333374,CEO-195
1997,2,195,4,asc,31,41220,1329.677368,CEO-195
1997,3,196,4,asc,497,1662301,3344.669922,CEO-196
1997,4,196,4,asc,811,3582595,4417.502930,CEO-196
1998,1,196,4,asc,751,2911812,3877.246338,CEO-196
1998,2,196,4,asc,782,3260963,4170.029297,CEO-196
1998,3,196,4,asc,842,2722543,3233.424072,CEO-196
1998,4,196,4,asc,536,1758957,3281.636230,CEO-196
1999,1,196,4,asc,545,1699159,3117.722900,CEO-196
1999,2,196,4,asc,541,1289261,2383.107178,CEO-196
1999,3,196,4,asc,550,1305109,2372.925537,CEO-196
1999,4,196,4,asc,623,1842777,2957.908447,CEO-196
2000,1,196,4,asc,591,1730363,2927.856201,CEO-196
2000,2,196,4,asc,597,1921771,3219.046875,CEO-196
2000,3,196,4,asc,564,1972188,3496.787354,CEO-196
2000,4,196,4,asc,530,2263781,4271.284668,CEO-196
2001,1,196,4,asc,546,1942364,3557.443115,CEO-196
2001,2,196,4,asc,571,1891974,3313.439697,CEO-196
2001,3,196,4,asc,535,1765176,3299.394287,CEO-196
2001,4,196,4,asc,579,2092727,3614.381592,CEO-196
2002,1,196,4,asc,596,2176378,3651.640869,CEO-196
2002,2,196,4,asc,871,2818122,3235.501709,CEO-196
2002,3,196,4,asc,1077,3114274,2891.619385,CEO-196
2002,4,196,4,asc,931,2709968,2910.814209,CEO-196
2003,1,196,4,asc,1007,2992356,2971.555176,CEO-196
2003,2,196,4,asc,898,2869896,3195.875244,CEO-196
2003,3,196,4,asc,914,3162826,3460.422363,CEO-196
2003,4,196,4,asc,773,2858247,3697.602783,CEO-196
2004,1,196,4,asc,788,2803902,3558.251221,CEO-196
2004,2,196,4,asc,901,3171252,3519.702637,CEO-196
2004,3,196,4,asc,945,3463596,3665.180908,CEO-196
2004,4,196,4,asc,763,2941608,3855.318359,CEO-196
2005,1,196,4,asc,770,3043936,3953.163574,CEO-196
2005,2,196,4,asc,784,3039116,3876.423584,CEO-196
2005,3,196,4,asc,666,2567748,3855.477539,CEO-196
2005,4,196,4,asc,679,3735424,5501.360840,CEO-196
2006,1,196,4,asc,814,4370930,5369.692871,CEO-196
2006,2,196,4,asc,805,4636268,5759.339355,CEO-196
2006,3,196,4,asc,721,3941393,5466.564453,CEO-196
2006,4,196,4,asc,817,4547207,5565.736816,CEO-196
2007,1,196,4,asc,804,4747677,5905.070801,CEO-196
2007,2,196,4,asc,741,4104651,5539.339844,CEO-196
2007,3,196,4,asc,674,3544140,5258.368164,CEO-196
2007,4,196,4,asc,765,3702769,4840.220703,CEO-196
2008,1,196,4,asc,752,3766931,5009.216797,CEO-196
2008,2,196,4,asc,746,3756200,5035.120605,CEO-196
2008,3,196,4,asc,686,3075540,4483.294434,CEO-196
2008,4,196,4,asc,803,3554409,4426.412109,CEO-196
2009,1,196,4,asc,711,2985705,4199.303711,CEO-196
2009,2,196,4,asc,689,2822329,4096.268555,CEO-196
2009,3,196,4,asc,711,2703337,3802.161865,CEO-196
2009,4,196,4,asc,764,3317489,4342.263184,CEO-196
2010,1,196,4,asc,847,3872078,4571.520508,CEO-196
2010,2,196,4,asc,785,3806457,4848.989746,CEO-196
2010,3,196,4,asc,724,3474347,4798.821777,CEO-196
2010,4,196,4,asc,673,2824888,4197.456055,CEO-196
2011,1,196,4,asc,622,2886602,4640.839355,CEO-196
2011,2,196,4,asc,615,2856770,4645.154297,CEO-196
2011,3,196,4,asc,510,2337223,4582.790039,CEO-196
2011,4,196,4,asc,550,2464008,4480.014648,CEO-196
2012,1,196,4,asc,474,2264605,4777.647461,CEO-196
2012,2,196,4,asc,557,2438079,4377.161621,CEO-196
2012,3,196,4,asc,616,2616401,4247.404297,CEO-196
2012,4,196,4,asc,582,2479354,4260.058594,CEO-196
1997,1,198,3,asc,242,337951,1396.491699,CEO-198
1997,2,198,3,asc,243,346004,1423.884766,CEO-198
1997,3,198,3,asc,251,365493,1456.147461,CEO-198
1997,4,198,3,asc,291,414460,1424.261108,CEO-198
1998,1,198,3,asc,250,346376,1385.504028,CEO-198
1998,2,198,3,asc,147,203892,1387.020386,CEO-198
1998,3,198,3,asc,345,465556,1349.437622,CEO-198
1998,4,198,3,asc,336,468021,1392.919678,CEO-198
1999,1,198,3,asc,332,480560,1447.469849,CEO-198
1999,2,198,3,asc,234,381701,1631.200806,CEO-198
1999,3,198,3,asc,585,635369,1086.100830,CEO-198
1999,4,198,3,asc,642,720556,1122.361328,CEO-198
2000,1,198,3,asc,653,706889,1082.525269,CEO-198
